cluster_key;ticker;filing_day;filedAt;in_backtest;in_strategies;strategies;company;insiders;n_buys;pct_increase_position_max;qty_tot;titles;value_tot
CJMB|2025-12-10;CJMB;2025-12-10;2025-12-10T20:17:40-05:00;False;False;;CALLAN JMB INC.;Duke Liberty Smith;1;68.0;1512.0;Director;2334.24
NEXT|2025-12-10;NEXT;2025-12-10;2025-12-10T20:15:10-05:00;False;False;;NextDecade Corp;Hanwha Aerospace Co., Ltd.;1;2.48;932598.0;10% Owner;5742413.6534
AMR|2025-12-10;AMR;2025-12-10;2025-12-10T19:27:38-05:00;False;False;;Alpha Metallurgical Resources, Inc.;Courtis Kenneth S.;1;3.0;36000.0;Director;6309389.87
BH|2025-12-10;BH;2025-12-10;2025-12-10T19:23:31-05:00;False;False;;Biglari Holdings Inc.;BIGLARI, SARDAR;1;0.07;2221.0;Chairman and CEO;705671.2799999999
IMMX|2025-12-10;IMMX;2025-12-10;2025-12-10T18:47:20-05:00;False;False;;Immix Biopharma, Inc.;Morris Gabriel S | Rachman Ilya M;2;0.26;1516.0;CEO and Chairman | CFO;10042.42
TENX|2025-12-10;TENX;2025-12-10;2025-12-10T18:48:57-05:00;False;False;;TENAX THERAPEUTICS, INC.;Rich Stuart;1;100.0;5000.0;Chief Medical Officer;50792.49999999999
QDEL|2025-12-10;QDEL;2025-12-10;2025-12-10T18:37:17-05:00;False;False;;QuidelOrtho Corp;RHOADS ANN D;1;5.26;750.0;Director;21206.25
GAM|2025-12-10;GAM;2025-12-10;2025-12-10T18:23:06-05:00;False;False;;GENERAL AMERICAN INVESTORS CO INC;Priest Jeffrey W;1;90.84;16608.0;President & CEO;415261.4496
NONE|2025-12-10;NONE;2025-12-10;2025-12-10T18:14:00-05:00;False;False;;Keenova Therapeutics plc;Silver Point Capital L.P.;1;2.86;130974.0;10% Owner;11623942.5
ASTS|2025-12-10;ASTS;2025-12-10;2025-12-10T18:00:21-05:00;False;False;;AST SpaceMobile, Inc.;LARSON KEITH R;1;;675.0;Director;49079.24999999999
TBTC|2025-12-10;TBTC;2025-12-10;2025-12-10T17:50:16-05:00;False;False;;TABLE TRAC INC;Berger Andrew;1;0.09;1.0;Director;3.85
SVCO|2025-12-10;SVCO;2025-12-10;2025-12-10T17:38:40-05:00;False;False;;Silvaco Group, Inc.;Ngai-Pesic Katherine S.;1;0.24;25000.0;Director;103305.0
EML|2025-12-10;EML;2025-12-10;2025-12-10T17:36:32-05:00;False;False;;EASTERN CO;DiSanto Frederick D.;1;0.11;111.0;Director;2109.0
ROLR|2025-12-10;ROLR;2025-12-10;2025-12-10T17:26:55-05:00;False;False;;High Roller Technologies, Inc.;Francis John Milton IV;1;92.77;2745.0;Chief Operating Officer;5002.93
DSAC|2025-12-10;DSAC;2025-12-10;2025-12-10T17:20:58-05:00;False;False;;Daedalus Special Acquisition Corp.;Babayigit Husnu Akin | Daedalus Special Acquisition LLC | Kilic Orkun;3;;1305000.0;10% Owner | Co-Chief Executive Officer;0.0
AFCG|2025-12-10;AFCG;2025-12-10;2025-12-10T16:55:33-05:00;False;False;;Advanced Flower Capital Inc.;TANNENBAUM LEONARD M;1;0.41;44000.0;Director;128520.0
ALTG|2025-12-10;ALTG;2025-12-10;2025-12-10T16:50:28-05:00;False;False;;ALTA EQUIPMENT GROUP INC.;Shribman Daniel;1;43.77;40000.0;Director;202940.0
GAIA|2025-12-10;GAIA;2025-12-10;2025-12-10T16:42:11-05:00;False;False;;GAIA, INC;Sutherland Paul Howard;1;2.2;5775.0;Director;21425.25
MLP|2025-12-10;MLP;2025-12-10;2025-12-10T16:30:35-05:00;False;False;;MAUI LAND & PINEAPPLE CO INC;CASE STEPHEN M;1;0.03;3450.0;Director;56470.5
ATLO|2025-12-10;ATLO;2025-12-10;2025-12-10T16:23:51-05:00;False;False;;AMES NATIONAL CORP;Trost Scot A.;1;25.0;200.0;Director;4575.64
ATEX|2025-12-10;ATEX;2025-12-10;2025-12-10T16:21:52-05:00;False;False;;Anterix Inc.;Lang Scott A.;1;52.69;2450.0;President and CEO;50004.5
CBKM|2025-12-10;CBKM;2025-12-10;2025-12-10T16:08:12-05:00;False;False;;CONSUMERS BANCORP INC /OH/;Bickerton David R | Goris Bradley;2;5.0;500.0;Director;11654.779999999999
SRTA|2025-12-10;SRTA;2025-12-10;2025-12-10T16:15:25-05:00;False;False;;Strata Critical Medical, Inc.;Heyburn William A.;1;1.23;17000.0;Co-CEO and CFO;76044.40000000001
SMRT|2025-12-10;SMRT;2025-12-10;2025-12-10T16:10:48-05:00;False;False;;SmartRent, Inc.;Martell Frank;1;2.07;60000.0;Chief Executive Officer;120540.0
MNR|2025-12-10;MNR;2025-12-10;2025-12-10T16:05:18-05:00;False;False;;MACH NATURAL RESOURCES LP;McMullen William Wallace;1;0.02;30000.0;Director;372225.0
ZEUS|2025-12-10;ZEUS;2025-12-10;2025-12-10T16:01:21-05:00;False;False;;OLYMPIC STEEL INC;Scott Peter Jennings;1;;5030.0;Director;200646.7
STRR|2025-12-10;STRR;2025-12-10;2025-12-10T16:01:17-05:00;False;False;;Star Equity Holdings, Inc.;Eberwein Jeffrey E.;1;40.9;287631.0;Chief Executive Officer;2999991.33
TPVG|2025-12-10;TPVG;2025-12-10;2025-12-10T15:59:17-05:00;False;False;;TriplePoint Venture Growth BDC Corp.;Labe James | Srivastava Sajal;2;3.68;108210.0;Chief Executive Officer | President and CIO;723621.0933999999
LFAC|2025-12-10;LFAC;2025-12-10;2025-12-10T15:40:56-05:00;False;False;;Leapfrog Acquisition Corp;LeapFrog Partners LLC;1;;328750.0;10% Owner;3287500.0
BBDC|2025-12-10;BBDC;2025-12-10;2025-12-10T15:27:05-05:00;False;False;;Barings BDC, Inc.;BYERS STEPHEN R;1;10.65;6761.0;Director;60644.1417
NRIM|2025-12-10;NRIM;2025-12-10;2025-12-10T10:35:11-05:00;False;False;;NORTHRIM BANCORP INC;HEGNA SHAUNA | McCambridge David J | Thomas Linda C;3;262.39;3136.0;Director;78502.256
JFB|2025-12-10;JFB;2025-12-10;2025-12-10T14:48:30-05:00;False;False;;JFB Construction Holdings;Calderon Ruben;1;6.2;1550.0;Chief Financial Officer;29016.0
ABCB|2025-12-10;ABCB;2025-12-10;2025-12-10T14:42:50-05:00;False;False;;Ameris Bancorp;STERN WILLIAM H;1;0.65;307.5783;Director;23749.99677063
FSEA|2025-12-10;FSEA;2025-12-10;2025-12-10T13:41:12-05:00;False;False;;First Seacoast Bancorp, Inc.;Donovan Richard M;1;20.34;2322.0;President and CFO;28395.8852
EMBY|2025-12-10;EMBY;2025-12-10;2025-12-10T13:24:45-05:00;False;False;;Embassy Bancorp, Inc.;Lesavoy Bernard M;1;0.2;300.0;Director;5367.0
HKHC|2025-12-10;HKHC;2025-12-10;2025-12-10T12:45:45-05:00;False;False;;Horizon Kinetics Holding Corp;STAHL MURRAY;1;4.82;22.0;CEO and CIO;594.0
TPL|2025-12-10;TPL;2025-12-10;2025-12-10T12:42:09-05:00;False;False;;Texas Pacific Land Corp;HORIZON KINETICS ASSET MANAGEMENT LLC;1;0.0;1.0;10% Owner;896.25
PFBX|2025-12-10;PFBX;2025-12-10;2025-12-10T10:08:32-05:00;False;False;;PEOPLES FINANCIAL CORP /MS/;Stilwell Joseph;1;0.02;100.0;10% Owner;2020.0
DGICA|2025-12-10;DGICA;2025-12-10;2025-12-10T09:18:11-05:00;False;False;;DONEGAL GROUP INC;DONEGAL MUTUAL INSURANCE CO;1;0.2;55524.0;10% Owner;1092362.0063999998
NGS|2025-12-10;NGS;2025-12-10;2025-12-10T09:03:06-05:00;False;False;;NATURAL GAS SERVICES GROUP INC;HOLLEY JEAN K;1;17.95;2190.0;Director;70167.59999999999
RVSB|2025-12-10;RVSB;2025-12-10;2025-12-10T07:52:26-05:00;False;False;;RIVERVIEW BANCORP INC;Sherman Nicole;1;0.52;975.0;President/CEO;4992.0
NRDY|2025-12-10;NRDY;2025-12-10;2025-12-10T07:32:49-05:00;False;False;;Nerdy Inc.;Cohn Charles K.;1;0.58;184491.0;Chief Executive Officer;245373.03
MIDD|2025-12-09;MIDD;2025-12-09;2025-12-09T21:20:27-05:00;False;False;;MIDDLEBY Corp;Nerbonne Robert A;1;3.77;780.0;Director;100247.78399999999
MERC|2025-12-09;MERC;2025-12-09;2025-12-09T20:09:58-05:00;False;False;;MERCER INTERNATIONAL INC.;KELLOGG PETER R;1;15.15;1014540.0;10% Owner;1879938.7799999998
ALMS|2025-12-09;ALMS;2025-12-09;2025-12-09T19:13:55-05:00;False;False;;ALUMIS INC.;AKKARAJU SRINIVAS;1;6.12;186377.0;Director;1833760.23
FIGR|2025-12-09;FIGR;2025-12-09;2025-12-09T19:00:16-05:00;False;False;;Figure Technology Solutions, Inc.;Chao David K;1;;4000.0;Director;153056.4
GRND|2025-12-09;GRND;2025-12-09;2025-12-09T18:47:20-05:00;False;False;;Grindr Inc.;Zage George Raymond III;1;0.62;50000.0;Director;675500.0
KVHI|2025-12-09;KVHI;2025-12-09;2025-12-09T18:14:16-05:00;False;False;;KVH INDUSTRIES INC \DE\;Deckoff Stephen H;1;1.75;70618.0;Director;424674.13879999996
LSAK|2025-12-09;LSAK;2025-12-09;2025-12-09T17:28:56-05:00;False;False;;LESAKA TECHNOLOGIES INC;Smith Daniel Luke;1;66.92;13236.0;Group CFO;55337.04
VSTS|2025-12-09;VSTS;2025-12-09;2025-12-09T17:19:34-05:00;False;False;;Vestis Corp;Goetz William;1;29.16;6746.0;Director;50081.6294
SPRU|2025-12-09;SPRU;2025-12-09;2025-12-09T17:19:05-05:00;False;False;;SPRUCE POWER HOLDING CORP;STEEL PARTNERS HOLDINGS L.P.;1;1.21;68289.0;10% Owner;348075.4452
TPVG|2025-12-09;TPVG;2025-12-09;2025-12-09T17:12:20-05:00;False;False;;TriplePoint Venture Growth BDC Corp.;Labe James | Srivastava Sajal;2;3.76;95482.0;Chief Executive Officer | President and CIO;650003.2632
AVTR|2025-12-09;AVTR;2025-12-09;2025-12-09T17:11:24-05:00;False;False;;Avantor, Inc.;MEHRA SANJEEV K;1;;350000.0;Director;3881500.0
IOR|2025-12-09;IOR;2025-12-09;2025-12-09T17:10:22-05:00;False;False;;INCOME OPPORTUNITY REALTY INVESTORS INC /TX/;TRANSCONTINENTAL REALTY INVESTORS INC;1;0.01;380.0;10% Owner;6755.95
JFB|2025-12-09;JFB;2025-12-09;2025-12-09T17:06:10-05:00;False;False;;JFB Construction Holdings;Basile Joseph Frank III;1;1.39;5900.0;CEO and Chairman;99061.0
GAIA|2025-12-09;GAIA;2025-12-09;2025-12-09T17:04:17-05:00;False;False;;GAIA, INC;Sutherland Paul Howard;1;0.57;1950.0;Director;6883.5
GAM|2025-12-09;GAM;2025-12-09;2025-12-09T16:33:35-05:00;False;False;;GENERAL AMERICAN INVESTORS CO INC;DAVIDSON SPENCER | Majmudar Anang K. | Priest Jeffrey W;3;1.13;2096.0;Other | President & CEO | Senior Vice-President;52473.67999999999
MGM|2025-12-09;MGM;2025-12-09;2025-12-09T17:01:01-05:00;False;False;;MGM Resorts International;IAC Inc.;1;1.7;1098748.0;10% Owner;39884552.4
ECBK|2025-12-09;ECBK;2025-12-09;2025-12-09T16:58:18-05:00;False;False;;ECB Bancorp, Inc. /MD/;Sullivan Maura Ellen;1;55.4;3500.0;Director;58976.6
MAIA|2025-12-09;MAIA;2025-12-09;2025-12-09T16:51:27-05:00;False;False;;MAIA Biotechnology, Inc.;Smith Stan;1;;13740.0;Director;16440.826
GLP|2025-12-09;GLP;2025-12-09;2025-12-09T16:51:00-05:00;False;False;;GLOBAL PARTNERS LP;Global GP LLC;1;1.16;3917.0;Other;176566.28000000003
TBTC|2025-12-09;TBTC;2025-12-09;2025-12-09T16:50:36-05:00;False;False;;TABLE TRAC INC;Berger Andrew;1;;1100.0;Director;4235.0
JYNT|2025-12-09;JYNT;2025-12-09;2025-12-09T16:45:03-05:00;False;False;;JOINT Corp;JOBSON CHARLES E;1;0.62;10000.0;10% Owner;84100.0
SVCO|2025-12-09;SVCO;2025-12-09;2025-12-09T16:44:03-05:00;False;False;;Silvaco Group, Inc.;RHINES WALDEN C;1;14.11;13100.0;Chief Executive Officer;52500.869999999995
MRVI|2025-12-09;MRVI;2025-12-09;2025-12-09T16:36:29-05:00;False;False;;MARAVAI LIFESCIENCES HOLDINGS, INC.;LUCIER GREGORY T;1;93.38;100000.0;Director;368544.16000000003
LUCK|2025-12-09;LUCK;2025-12-09;2025-12-09T16:36:06-05:00;False;False;;Lucky Strike Entertainment Corp;Bass Robert J | Ekster Lev | Lavan Robert M.;3;1.04;801.0222;Chief Financial Officer | Director | President;6807.66536232
GLBZ|2025-12-09;GLBZ;2025-12-09;2025-12-09T16:32:56-05:00;False;False;;GLEN BURNIE BANCORP;Mussog Julie M;1;900.0;900.0;Director;3853.9799999999996
XZO|2025-12-09;XZO;2025-12-09;2025-12-09T16:13:01-05:00;False;False;;Exzeo Group, Inc.;Baker Brook Armstrong;1;;1000.0;General Counsel;21000.0
SLGL|2025-12-09;SLGL;2025-12-09;2025-12-09T16:12:06-05:00;False;False;;Sol-Gel Technologies Ltd.;Opaleye Management Inc.;1;0.12;744.0;10% Owner;29469.3012
ARX|2025-12-09;ARX;2025-12-09;2025-12-09T16:09:45-05:00;False;False;;Accelerant Holdings;Meriwether Karen Sue;1;5.88;542.0;Director;7950.869
CCRN|2025-12-09;CCRN;2025-12-09;2025-12-09T16:08:59-05:00;False;False;;CROSS COUNTRY HEALTHCARE INC;CASH W LARRY;1;2.4;5000.0;Director;40829.28
ABSI|2025-12-09;ABSI;2025-12-09;2025-12-09T16:04:20-05:00;False;False;;Absci Corp;VAN HOUTEN FRANS;1;171.53;40000.0;Director;148800.0
FSK|2025-12-09;FSK;2025-12-09;2025-12-09T16:01:10-05:00;False;False;;FS KKR Capital Corp;Hopkins Jerel A;1;4.64;450.0;Director;6972.75
RDGL|2025-12-09;RDGL;2025-12-09;2025-12-09T16:00:31-05:00;False;False;;VIVOS INC;Korenko Michael K;1;0.94;100000.0;CEO AND PRESIDENT;7220.0
NWBI|2025-12-09;NWBI;2025-12-09;2025-12-09T15:50:10-05:00;False;False;;Northwest Bancshares, Inc.;Tullio David M;1;5.25;1500.0;Director;18397.5
THFF|2025-12-09;THFF;2025-12-09;2025-12-09T14:50:11-05:00;False;False;;FIRST FINANCIAL CORP /IN/;Jensen Susan M;1;1.26;28.0;Director;1686.4399999999998
GRNT|2025-12-09;GRNT;2025-12-09;2025-12-09T14:24:59-05:00;False;False;;Granite Ridge Resources, Inc.;MCCARTNEY JOHN;1;4.62;5000.0;Director;26300.0
BSBK|2025-12-09;BSBK;2025-12-09;2025-12-09T12:28:27-05:00;False;False;;Bogota Financial Corp.;Masterson John J.;1;0.55;1600.0;Director;13332.0
TPL|2025-12-09;TPL;2025-12-09;2025-12-09T11:33:08-05:00;False;False;;Texas Pacific Land Corp;HORIZON KINETICS ASSET MANAGEMENT LLC;1;0.0;1.0;10% Owner;914.15
HKHC|2025-12-09;HKHC;2025-12-09;2025-12-09T11:29:10-05:00;False;False;;Horizon Kinetics Holding Corp;STAHL MURRAY;1;5.06;22.0;CEO and CIO;588.06
QNTO|2025-12-09;QNTO;2025-12-09;2025-12-09T11:12:07-05:00;False;False;;QUAINT OAK BANCORP, INC.;GONZALEZ WILLIAM R;1;2.91;528.0;President;5417.28
NGS|2025-12-09;NGS;2025-12-09;2025-12-09T11:03:15-05:00;False;False;;NATURAL GAS SERVICES GROUP INC;HOLLEY JEAN K;1;8.3;935.0;Director;29920.0
OPHC|2025-12-09;OPHC;2025-12-09;2025-12-09T11:01:52-05:00;False;False;;OptimumBank Holdings, Inc.;Blisko Michael;1;1.27;7600.0;Director;31084.0
ASA|2025-12-09;ASA;2025-12-09;2025-12-09T10:29:30-05:00;False;False;;ASA Gold & Precious Metals Ltd;Saba Capital Management, L.P.;1;0.14;7542.0;10% Owner;395200.8
RHEP|2025-12-09;RHEP;2025-12-09;2025-12-09T09:17:10-05:00;False;False;;REGIONAL HEALTH PROPERTIES, INC;Morrison Brent;1;2.73;5403.0;CEO and President;7618.23
SINT|2025-12-09;SINT;2025-12-09;2025-12-09T08:00:05-05:00;False;False;;Sintx Technologies, Inc.;Honigblum Gregg R.;1;2.55;8200.0;Chief Investment Officer;34896.0
NRDY|2025-12-09;NRDY;2025-12-09;2025-12-09T06:58:12-05:00;False;False;;Nerdy Inc.;Cohn Charles K.;1;0.57;177969.0;Chief Executive Officer;249156.59999999998
MSCI|2025-12-09;MSCI;2025-12-09;2025-12-09T06:38:10-05:00;False;False;;MSCI Inc.;Fernandez Henry A;1;0.22;12500.0;Chairman and CEO;6701731.5600000005
ROLR|2025-12-08;ROLR;2025-12-08;2025-12-08T21:50:04-05:00;False;False;;High Roller Technologies, Inc.;Young Seth Adam;1;84.22;5850.0;Chief Executive Officer;9243.0
ADVM|2025-12-08;ADVM;2025-12-08;2025-12-08T21:45:04-05:00;False;False;;Adverum Biotechnologies, Inc.;Fischer Laurent | Soparkar Peter;2;165.62;178699.0;CEO, PRESIDENT AND DIRECTOR | CHIEF OPERATING OFFICER;764916.74
ANVS|2025-12-08;ANVS;2025-12-08;2025-12-08T20:05:14-05:00;False;False;;Annovis Bio, Inc.;Hoffman Michael B;1;1.19;45000.0;Director;193794.0
TISI|2025-12-08;TISI;2025-12-08;2025-12-08T19:31:50-05:00;False;False;;TEAM INC;Corre Partners Management, LLC;1;0.08;2996.0;10% Owner;44675.479999999996
MDBH|2025-12-08;MDBH;2025-12-08;2025-12-08T17:39:09-05:00;False;False;;MDB Capital Holdings, LLC;Brandon George Hugh;1;1.94;3400.0;President;11629.0
PODC|2025-12-08;PODC;2025-12-08;2025-12-08T17:30:50-05:00;False;False;;PodcastOne, Inc.;MERRIMAN D JONATHAN;1;2.1;5700.0;Director;12312.0
OFLX|2025-12-08;OFLX;2025-12-08;2025-12-08T17:26:41-05:00;False;False;;Omega Flex, Inc.;SHEA STEPHEN M;1;167.86;3750.0;Director;106720.5
AEBI|2025-12-08;AEBI;2025-12-08;2025-12-08T17:25:40-05:00;False;False;;Aebi Schmidt Holding AG;Schaub Patrick Francois;1;20.85;7500.0;Director;95657.25
GAIA|2025-12-08;GAIA;2025-12-08;2025-12-08T17:11:50-05:00;False;False;;GAIA, INC;Nuta Yonathan Abraham | Sutherland Paul Howard;2;100.0;7725.0;COO | Director;27198.5
DMAC|2025-12-08;DMAC;2025-12-08;2025-12-08T17:15:16-05:00;False;False;;DiaMedica Therapeutics Inc.;STAHLBERG JAN;1;2.95;1061277.0;10% Owner;7631469.2387999995
ECG|2025-12-08;ECG;2025-12-08;2025-12-08T17:10:47-05:00;False;False;;Everus Construction Group, Inc.;Hernandez Helena Mercedes;1;13.44;250.0;Director;23045.0
SRZN|2025-12-08;SRZN;2025-12-08;2025-12-08T17:04:34-05:00;False;False;;Surrozen, Inc./DE;COLUMN GROUP III GP, LP | Kutzkey Tim;2;1.7;72300.0;10% Owner | Director;1389700.9152
NONE|2025-12-08;NONE;2025-12-08;2025-12-08T16:42:37-05:00;False;False;;ISQ Open Infrastructure Co LLC;Miller Trisha A | Olson Terrence W.;2;;1239.796;Director;30994.9
MMLP|2025-12-08;MMLP;2025-12-08;2025-12-08T16:38:52-05:00;False;False;;MARTIN MIDSTREAM PARTNERS L.P.;Martin Product Sales LLC;1;0.44;14418.0;10% Owner;37353.514800000004
UUU|2025-12-08;UUU;2025-12-08;2025-12-08T16:30:20-05:00;False;False;;UNIVERSAL SAFETY PRODUCTS, INC.;AULT MILTON C III;1;4.98;5100.0;Director;21963.149999999998
XOMA|2025-12-08;XOMA;2025-12-08;2025-12-08T16:30:18-05:00;False;False;;XOMA Royalty Corp;Hughes Owen;1;5000.0;100000.0;Chief Executive Officer;2505000.0
CBIO|2025-12-08;CBIO;2025-12-08;2025-12-08T16:30:15-05:00;False;False;;CRESCENT BIOPHARMA, INC.;Fairmount Funds Management LLC;1;97.99;1360000.0;Director;18237600.0
DIN|2025-12-08;DIN;2025-12-08;2025-12-08T16:30:12-05:00;False;False;;Dine Brands Global, Inc.;Poulter Martha;1;10.12;650.0;Director;21553.35
JMSB|2025-12-08;JMSB;2025-12-08;2025-12-08T16:29:56-05:00;False;False;;John Marshall Bancorp, Inc.;Kinney Jonathan Craig;1;0.15;500.0;Director;9815.0
BPAC|2025-12-08;BPAC;2025-12-08;2025-12-08T16:29:14-05:00;False;False;;Blueport Acquisition Ltd;Rosenstadt William S;1;13.72;197250.0;CEO and Chairman;0.0
NTST|2025-12-08;NTST;2025-12-08;2025-12-08T16:26:53-05:00;False;False;;NETSTREIT Corp.;Donlan Daniel P;1;4.33;1000.0;CFO and Treasurer;17343.2
ECL|2025-12-08;ECL;2025-12-08;2025-12-08T16:25:04-05:00;False;False;;ECOLAB INC.;MacLennan David;1;3.37;750.0;Director;193197.74999999997
DLPN|2025-12-08;DLPN;2025-12-08;2025-12-08T16:15:37-05:00;False;False;;Dolphin Entertainment, Inc.;O'Dowd William IV;1;0.75;3000.0;Chief Executive Officer;4971.0
NWAX|2025-12-08;NWAX;2025-12-08;2025-12-08T16:15:18-05:00;False;False;;New America Acquisition I Corp.;New America Sponsor I LLC;1;;600000.0;10% Owner;6000000.0
MGEE|2025-12-08;MGEE;2025-12-08;2025-12-08T16:14:52-05:00;False;False;;MGE ENERGY INC;Berbee James G;1;4.08;270.2746;Director;21235.475322
SVCO|2025-12-08;SVCO;2025-12-08;2025-12-08T16:11:37-05:00;False;False;;Silvaco Group, Inc.;Zegarelli Christopher John;1;2.33;10000.0;Chief Financial Officer;37950.0
RNAC|2025-12-08;RNAC;2025-12-08;2025-12-08T16:07:12-05:00;False;False;;Cartesian Therapeutics, Inc.;BARABE TIMOTHY C;1;123.12;30000.0;Director;205797.0
FULT|2025-12-08;FULT;2025-12-08;2025-12-08T16:05:45-05:00;False;False;;FULTON FINANCIAL CORP;Taylor Bernadette M;1;0.26;323.70050000000003;Sr Executive Vice President;5883.61715
NSPR|2025-12-08;NSPR;2025-12-08;2025-12-08T16:05:12-05:00;False;False;;InspireMD, Inc.;Stuka Paul;1;1.32;5073.0;Director;9435.78
PODD|2025-12-08;PODD;2025-12-08;2025-12-08T16:02:55-05:00;False;False;;INSULET CORP;STONESIFER TIMOTHY C.;1;26.51;962.0;Director;299884.26
EMBY|2025-12-08;EMBY;2025-12-08;2025-12-08T15:44:30-05:00;False;False;;Embassy Bancorp, Inc.;Lobach David M Jr;1;2.57;2270.0;Chairman, President and CEO;40306.0
LIN|2025-12-08;LIN;2025-12-08;2025-12-08T15:26:43-05:00;False;False;;LINDE PLC;Lamba Sanjiv;1;2.85;2520.0;Chief Executive Officer;999633.6
CZNC|2025-12-08;CZNC;2025-12-08;2025-12-08T15:02:48-05:00;False;False;;CITIZENS & NORTHERN CORP;Pellegrino Frank G | Shattuck Katherine W;2;0.67;345.0;Director;7026.8565
QNTO|2025-12-08;QNTO;2025-12-08;2025-12-08T14:18:35-05:00;False;False;;QUAINT OAK BANCORP, INC.;STRONG ROBERT T;1;0.24;1000.0;Chief Executive Officer;10400.0
NSC|2025-12-08;NSC;2025-12-08;2025-12-08T14:08:43-05:00;False;False;;NORFOLK SOUTHERN CORP;Clyburn William Jr.;1;101.49;204.0;Director;60137.466
NWBI|2025-12-08;NWBI;2025-12-08;2025-12-08T12:39:18-05:00;False;False;;Northwest Bancshares, Inc.;Hunter Timothy M;1;2.15;4000.0;Director;48738.4
LUCY|2025-12-08;LUCY;2025-12-08;2025-12-08T12:35:31-05:00;False;False;;Innovative Eyewear Inc;Galkin Vladimir;1;0.25;2507.0;10% Owner;3760.5
TPL|2025-12-08;TPL;2025-12-08;2025-12-08T12:34:12-05:00;False;False;;Texas Pacific Land Corp;HORIZON KINETICS ASSET MANAGEMENT LLC;1;0.0;1.0;10% Owner;921.79
HKHC|2025-12-08;HKHC;2025-12-08;2025-12-08T11:58:39-05:00;False;False;;Horizon Kinetics Holding Corp;STAHL MURRAY;1;5.33;22.0;CEO and CIO;610.5
NEWT|2025-12-08;NEWT;2025-12-08;2025-12-08T08:33:19-05:00;False;False;;NewtekOne, Inc.;Brunet Craig Jeffry | SALUTE RICHARD J;2;16.5;1689.0;Director;19076.694600000003
GRNT|2025-12-08;GRNT;2025-12-08;2025-12-08T11:10:49-05:00;False;False;;Granite Ridge Resources, Inc.;MCCARTNEY JOHN;1;3.84;4000.0;Director;21640.0
MVBF|2025-12-08;MVBF;2025-12-08;2025-12-08T11:04:59-05:00;False;False;;MVB FINANCIAL CORP;Cordella Richard James JR;1;;500.0;Director;13850.0
BWFG|2025-12-08;BWFG;2025-12-08;2025-12-08T10:54:00-05:00;False;False;;Bankwell Financial Group, Inc.;Dale Eric J | Drexler Blake S | Dunne Jeffrey R | Porto Carl M | SEIDMAN LAWRENCE B;5;9.96;2208.0;Director;105212.37
CFBK|2025-12-08;CFBK;2025-12-08;2025-12-08T10:40:16-05:00;False;False;;CF BANKSHARES INC.;ASH THOMAS P;1;0.42;200.0;Director;4781.8
ASA|2025-12-08;ASA;2025-12-08;2025-12-08T09:52:57-05:00;False;False;;ASA Gold & Precious Metals Ltd;Saba Capital Management, L.P.;1;0.29;23410.0;10% Owner;1240487.4
CRM|2025-12-08;CRM;2025-12-08;2025-12-08T09:30:14-05:00;False;False;;Salesforce, Inc.;Morfit G Mason;1;3.31;96000.0;Director;25015680.0
NRDY|2025-12-08;NRDY;2025-12-08;2025-12-08T09:21:09-05:00;False;False;;Nerdy Inc.;Cohn Charles K.;1;0.6;186930.0;Chief Executive Officer;256094.1
SINT|2025-12-08;SINT;2025-12-08;2025-12-08T08:00:03-05:00;False;False;;Sintx Technologies, Inc.;Honigblum Gregg R.;1;6.76;65000.0;Chief Investment Officer;255350.0
FNGR|2025-12-08;FNGR;2025-12-08;2025-12-08T07:08:12-05:00;False;False;;FingerMotion, Inc.;Leong Yew Poh;1;6.25;10000.0;Director;13500.0
GUTS|2025-12-08;GUTS;2025-12-08;2025-12-08T07:05:03-05:00;False;False;;FRACTYL HEALTH, INC.;Rajagopalan Harith;1;2.12;10416.0;Chief Executive Officer;19998.719999999998
RNXT|2025-12-08;RNXT;2025-12-08;2025-12-08T07:00:26-05:00;False;False;;RenovoRx, Inc.;Agah Ramtin;1;1.32;10000.0;Chief Medical Officer;9600.0
XELB|2025-12-05;XELB;2025-12-05;2025-12-05T20:45:14-05:00;False;False;;XCel Brands, Inc.;D LOREN ROBERT W | DiSanto Mark;2;17.42;100000.0;CEO and Chairman | Director;35000.0
NYC|2025-12-05;NYC;2025-12-05;2025-12-05T20:45:46-05:00;False;False;;American Strategic Investment Co.;SCHORSCH NICHOLAS S;1;0.11;3339.0;10% Owner;25565.61
HYMC|2025-12-05;HYMC;2025-12-05;2025-12-05T20:30:50-05:00;False;False;;HYCROFT MINING HOLDING CORP;Sprott Eric;1;8.63;2340824.0;10% Owner;24110487.200000003
UTI|2025-12-05;UTI;2025-12-05;2025-12-05T19:16:00-05:00;False;False;;UNIVERSAL TECHNICAL INSTITUTE INC;Coliseum Capital Management, LLC;1;5.93;547066.0;Director;13682697.989999998
BH|2025-12-05;BH;2025-12-05;2025-12-05T18:49:24-05:00;False;False;;Biglari Holdings Inc.;BIGLARI, SARDAR;1;0.21;5406.0;Chairman and CEO;1648102.09
NEXT|2025-12-05;NEXT;2025-12-05;2025-12-05T18:29:01-05:00;False;False;;NextDecade Corp;Hanwha Aerospace Co., Ltd.;1;1.04;636963.0;10% Owner;3910469.8083
VXRT|2025-12-05;VXRT;2025-12-05;2025-12-05T17:46:47-05:00;False;False;;Vaxart, Inc.;Watson W. Mark;1;14.41;20000.0;Director;8185.0
